Serial Number,Company Name,Employee Markme,Description,Leave
9.78938E+12,SUCCESS SYSTEM THAT NEVER FAIL(HINDI),W.C.STONE,EBD,0
9.78984E+12,LAW OF SUCCESS,-,EBD Publisher,1
9.78818E+12,"FORGET ME NOT, STRANGER",NOVONEEL CHAKRABORTY,Ebury Press,0
9.78818E+12,ALL RIGHTS RESERVED FOR YOU,SUDEEP MarkGARKAR,Ebury Press,0
9.78075E+12,RICHARD BRA LIKE A VIRGIN,Mark,Ebury Press,0
9.78014E+12,THE DIARY OF A DOMESTIC DIVA,SHILPA SHETTY KUNDRA,Ebury Press,0
9.78146E+12,COLLEGE,SEVEN GUIDLINES TO DEFINE YOUR SUCCESS STORY,NEHA PREMJEE,0
9.78141E+12,TINTIN IN AMERICA,HERGE,EGMONT,0
9.78141E+12,CIGARAS OF THE PHARAOH,HERGE,EGMONT,0
9.78141E+12,THE BLUE LOTUS,HERGE,EGMONT,0
9.78141E+12,THE BROKEN EAR,-,EGMONT,1
9.78141E+12,THE BLACK ISLAND,HERGE,EGMONT,0
9.78141E+12,TIN TIN KING OTTOKAR'S SCEPTRE,HERGE,EGMONT,1
9.78141E+12,TIN TIN THE CRAB WITH THE GOLDEN CLAWS,-,EGMONT,1
9.78141E+12,THE SHOOTING STAR,HERGE,EGMONT,0
9.78141E+12,THE SECRET OF THE UNICORN,HERGE,EGMONT,1
9.78141E+12,RED RACKHAM'S TREASURE,HERGE,EGMONT,1
9.78141E+12,THE SEVEN SRYSTAL BALL,HERGE,EGMONT,1
9.78141E+12,TIN TIN PRISONERS OF THE SUN,HERGE,EGMONT,1
9.78141E+12,TIN TIN LAND OF BLACK GOLD,HERGE,EGMONT,0
9.78141E+12,TIN TIN DESTIMarkTION MOON,-,EGMONT,0
9.78141E+12,TIN TIN EXPLORERS ON THE MOON,-,EGMONT,0
9.78141E+12,THE CALCULUS AFFAIR,-,EGMONT,0
9.78141E+12,THE RED SEA SHARKS,HERGE,EGMONT,1
9.78141E+12,TIN TIN IN TIBET,-,EGMONT,1
9.78141E+12,TIN TIN THE CASTAFIPRE EMERALD,-,EGMONT,1
9.78141E+12,FLIGHT 714 TO SYDNEY,HERGE,EGMONT,0
9.78141E+12,TINTIN AND THE LAKE OF SHARKS,HERGE,EGMONT,1
9.78141E+12,TINTIN AND THE PICAROS,HERGE,EGMONT,1
9.78141E+12,EXPLORER ON THE MOON,HERGE,EGMONT,0
9.78141E+12,MORE WISHING- CHAIR STORIES,ENID BLYTON,EGMONT,0
9.78141E+12,THE ADVENTURES OF THE WISHING-CHAIR,ENID BLYTON,EGMONT,0
9.78006E+12,"FANCY MarkNCY: MarkNCY CLANCY,SECRET ADMIRER",Laura,EGMONT,0
9.78938E+12,JAIPUR ROAD MAP,Mark,EICHER GOOD EARTH PUBLICATION,0
9.78938E+12,DELHI CITY MAP,NILL,EICHER GOOD EARTH PUBLICATION,2
9.78938E+12,INDIA ROAD ATALS,Mark,EICHER GOOD EARTH PUBLICATION,2
9.78938E+12,OMKARESHWAR AND MAHESHWAR,"""Che"" Guevara",EICHER GOOD EARTH PUBLICATION,0
9.78938E+12,RATLAM MANDSAUR AND NEEMUCH,Mark,EICHER GOOD EARTH PUBLICATION,0
9.78935E+12,TAURUS 2017,BEJAN DARUWALLA,ELEMENT,1
9.78939E+12,THE MAGIC OG GETTING WHAT YOU WANT,DR. DAVID J.SCHWARTZ,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE VERY BEST OF RABINDRAMarkTH TAGORE,RABINDRAMarkTH TAGORE,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,GET OFF YOUR ATTITUDE,Mark,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,FOLLOW YOUR HEART,Mark,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,RICHEST MAN IN BABYLON,GEROGE S CLASON,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,CONFIDENT CONVERSATION,Mark,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,UNLEASH THE POWER OF YOUR MASTER CHAKRA,STEPHANIE S LARSEN,EMBASSY BOOK DISTRIBUTORS,1
9.78939E+12,THE GAME PLAN FOR SALES SUCCESS,GARRY KINGER,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,MASTERS OF BUSINESS ETIQUETTE,CYRUS M. BUSINESS,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,GETTING THE RIGHT THINGS DONE,ROMUALD ANDRADE,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE FORGETTEN SECRETS OF A MAGICAL MARRIAGE,SHANMUGAM MarkGALASKSHMI,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE PURSUIT OF PRIME,DR. ICHAK ADIZES,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE HEART OF HUMOR,RAJU MANDHYAN,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE HEART OF THE CLOSE,RAJU MANDHYAN,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE HEART OF PUBLIC SPEAKING,RAJU MANDHYAN,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE HEART OF STORY,RAJU MANDHYAN,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE VERY BEST OF LEO TOLSTOY,LEO TOLSTOY,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE VERY BEST OF O HENRY,O HENRY,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE VERY BEST OF ANTON CHEKHOW,ANTON CHEKHOW,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE VERY BEST OF FYODOR DOSTOYEVSKY,FYODOR DOSTOYEVSKY,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE VERY BEST OF GUY DE MAUPASSANT,Guy De Maupassant,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE VERY BEST OF MARK TWIN,MARK TWAIN,EMBASSY BOOK DISTRIBUTORS,0
9.78939E+12,THE VERY BEST OF RUDYARD KIPLING,RUDYARD KIPLING,EMBASSY BOOK DISTRIBUTORS,0
9.78819E+12,IBO FIELD GUIDE,MarkOMI GOEGAN,EMBASSY BOOK DISTRIBUTORS,0
9.78819E+12,SOARING HIGHER,P. MESITI,EMBASSY BOOK DISTRIBUTORS,0
9.78819E+12,ART OF DEALING WITH PEOPLE,L. GIBLIN,EMBASSY BOOK DISTRIBUTORS,2
9.78819E+12,ATTITUDES & ALTITUDES,P. MESITI,EMBASSY BOOK DISTRIBUTORS,0
9.78819E+12,MEIN KAMPF,A HITLER,EMBASSY BOOK DISTRIBUTORS,0
9.78819E+12,FREEDOM FROM FEAR,Mark,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,GET OFF YOUR ATTITUDE,R C LOWE,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,FREEDOM FROM FEAR (HINDI),MARK MITTESON,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,KNOW YOUR LIMITS THEN (H),J MASON,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,JUMPSTART YOU LEADERSHIP (H),Mark,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,5 SECRETS OF A PHENOMEMarkL BUSINESS,H PARTRIDEG,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,I WILL GO WITH YOU,PRIYA KUMAR,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,CORE SELLING SKILLS,LES GIBLIN,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,IDEAL EXECTIVE,LCHAK ADIZES,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,MAMarkGING CORPORATE LIFECYCLES,LCHAK ADIZES,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,SELLING IN A SKIRT,Mark,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,IT'S TIME TO MOVE ON (H),Mark,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,ATTITUDE AND ALTITUDE (HINDI),Mark,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,MASTERING CHANGE,LCHAK ADIZES,EMBASSY BOOK DISTRIBUTORS,0
9.78938E+12,THE MAGIC LADDER TO SUCCESS,MarkPOLEON HILL,EMBASSY BOOKS,0
9.78938E+12,THE ART OF CHANGE,PERCY AGRERAS DASTUR,EMBASSY BOOKS,0
9.78938E+12,BRING OUT THE MAGIC IN YOUR MIND,AL KORAN,EMBASSY BOOKS,0
9.78819E+12,THE MASTER KEY SYSTEM,Mark,EMBASSY BOOKS,0
9.78819E+12,WISDOM FOR THE SOUL,Mark,EMBASSY BOOKS,0
9.78819E+12,SECRETS OF SUPPLEMENTS,GLORIA ASKEW,EMBASSY BOOKS,0
9.78819E+12,THE ART OF LIVING,Mark,EMBASSY BOOKS,4
9.78938E+12,ITS TIME FOR NETWORK MARKETING,Mark,EMBASSY BOOKS,0
9.78938E+12,THE 8 TRAITS SUCCESSFUL PEOPLER HAVE,RICHARD ST. JOHN,EMBASSY BOOKS,0
9.78938E+12,THE SHEEP THIEF,AL WALKER,EMBASSY BOOKS,0
9.78938E+12,I AM ANOTHER YOU,Mark,EMBASSY BOOKS,0
9.78938E+12,THE GO GETTER,KYNE,EMBASSY BOOKS,0
9.78938E+12,GET OFF YOUR ATITUDE (H),RAYAN C LO,EMBASSY BOOKS,0
9.78939E+12,SURVIVE THE SHARK TANK : CLIMB THE CORPORATE LADDER,DND SINGH,EMBASSY BOOKS,2
9.78939E+12,YOUR PERSOMarkLITY IN HANDWRITING,LYN BROOK,EMBASSY BOOKS,0
9.78939E+12,ITD YOUR LIFE (HINDI),JIM DONOVAN,EMBASSY BOOKS,0
9.78939E+12,FOLLOW YOUR HEART HINDI,A. MATHEWS,EMBASSY BOOKS,0
9.78939E+12,7 SECRET OF A PHENOMEMarkL LIFE ( HINDI),HOWARD PARTRIDGE,EMBASSY BOOKS,0
9.78939E+12,BEING HAPPY (HINDI),ANDREW MATTHEWS,EMBASSY BOOKS,0
9.78939E+12,IN YOUR FACE,BILL CORDINGLEYT,EMBASSY BOOKS,0
9.78939E+12,NO MORE EXCUSES (HINDI),S SILVERSTEIN,EMBASSY BOOKS,0
9.78813E+12,EARLY READER BARBIE A FAIRY SECRET,Mark,Euro Books.,0
9.78813E+12,BARBIE AS THE ISLAND PRINCESS : ENCHANTING STORIES,,EURO KIDS,0
9.78813E+12,BARBIE MARIPOSA : ENCHANTING STORIES,,EURO KIDS,0
9.78813E+12,BARBIE IN A MERMAID TALE : ENCHANTING STORIES,,EURO KIDS,0
9.78813E+12,BARBIE AND THE THREE MUSKETEERS : ENCHANTING STORIES,,EURO KIDS,0
9.78813E+12,BARBIE THUMBELIMark : SNCHANTING STORIES,,EURO KIDS,0
9.78813E+12,DISNEY WINNIE THE POOH MY VERY FIRST ENCYCLOPEDIA OF MarkTURE,Mark,EURO KIDS,0
9.78813E+12,MY VERY FIRST ENCYCLOPEDIA OF ANIMAL,Mark,EURO KIDS,0
9.78813E+12,EARLY READER JUNGLE BOOK [4 IN 1],Mark,EURO KIDS,0
9.78813E+12,THE PHANTOM,Mark,EURO KIDS,2
9.78819E+12,EXCELLENT  CIVIL SERVICES APTITUDE TEST,,EXCELLENT,0
9.78057E+12,THE REMAINS OF THE DAY,Kazuo Ishiguro,FABER & FEBER,1
9.78057E+12,DIFFICULT DAUGHTTERS,MANJU KAPOOR,FABER & FEBER,0
9.78057E+12,ISTANBUL,ORHAN PAMUK,FABER & FEBER,0
9.78057E+12,THE UNCONSOLED,Kazuo Ishiguro,FABER & FEBER,0
9.78057E+12,HULLABALOO IN THE GUAVA ORCHARD,KIRAN DESAI,FABER & FEBER,0
9.78057E+12,MY MarkME IS RED,ORHAN PAMUK,FABER & FEBER,0
9.78057E+12,CUSTODY,MANJU KAPUR,FABER & FEBER,1
9.78938E+12,A PATH TO HAPPINESS FOR YOUNG MINDS,JEET THAYIL,FABER & FEBER,0
9.78819E+12,THE WORLD RELIGION OF VIVEKAMarkNDA,,FARSIGHT PUB.,0
9.78819E+12,ASHOKA: THE GREAT,Mark,FARSIGHT PUB.,0
9.78819E+12,ABRAHAM LINCOLN,Mark,FARSIGHT PUB.,0
9.78819E+12,HOW TO STOP WORRYING & START LIVING,DALE CARNEGIE,FARSIGHT PUB.,1
9.78819E+12,CHANDRASHEKHAR AAZAAD AUR UNKE DO GADDAR SATHI,DHARMENDER GOUD,FARSIGHT PUB.,1
9.78819E+12,VIVEKAMarkMarkDA THE WARRIOR SAINT,HANSRAJ RAHBAR,FARSIGHT PUBLISHERS & DISTRIBUTORS { Pur },0
9.78819E+12,GREAT STORIES BY NOBEL PRIZE WINNERS FROM,VVIIIVEK GOEL,FARSIGHT PUBLISHERS & DISTRIBUTORS { Pur },0
9.78819E+12,MY EXPERIMENTS WITH TRURH,-,FARSIGHT PUBLISHERS & DISTRIBUTORS { Pur },0
9.78819E+12,BUDDHISM,Mark,FARSIGHT PUBLISHERS & DISTRIBUTORS { Pur },0
9.78939E+12,AS A MAN THINKETH,JAMES ALLEN,FINGER PRINT,0
9.78817E+12,LOSER LIFE A SOFTWARE ENGIEER,Mark,FINGER PRINT!,0
9.78817E+12,ANIMAL FARM,GEORGE ORWELL,FINGER PRINT!,0
9.78818E+12,THE CANTERBURY TALES.,GEOFFREY CHAUCER,FINGER PRINT!,0
9.78818E+12,KHULI AANKHO SE DHYAN,SHUBH VILAS,FINGER PRINT!,0
9.78818E+12,PARADISE LOST.,JOHN MILTON,FINGER PRINT!,0
9.78818E+12,ROBINSON CRUSOE.,DANIEL DEFOE,FINGER PRINT!,0
9.78818E+12,HEIDI.,JOHANMark SPYRI,FINGER PRINT!,0
9.78818E+12,HOW TO DEVELOP SELF CONFIDENCE & INFLUENCE PEOPLE BY PUBLIC SPEAKING,DALE CARNEGIE,FINGER PRINT!,0
9.78818E+12,THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN,Mark,FINGER PRINT!,0
9.78818E+12,THE ILIAD,HOMER,FINGER PRINT!,0
9.78818E+12,HOW TO WIN FRIENDS & INFLUENCE PEOPLE,DALE CARNEGIE,FINGER PRINT!,0
9.78818E+12,THE LITTLE PRINCE,ANTOINE DE SAINT EXPURY,FINGER PRINT!,0
9.78818E+12,THE COUNT OF THE MONTE CRISTO,Mark,FINGER PRINT!,0
9.78818E+12,OPEN EYED MEDITATIONS,Mark,FINGER PRINT!,1
9.78818E+12,THE INTERPRETATION OF DREAM,SIGMUND FREUD,FINGER PRINT!,0
9.78818E+12,JOURNEY TO THE CENTRE OF THE EART,JULES VERNE,FINGER PRINT!,0
9.78818E+12,MACBETH,WILLIAM SHAKESPEARE,FINGER PRINT!,0
9.78818E+12,DAVID COPPERFIELD,CHARLES DICKEN,FINGER PRINT!,0
9.78818E+12,TESS OF THE D URBERVILLES,THOMAS HARDY,FINGER PRINT!,0
9.78818E+12,OUTSIDE IN MAMarkGEMENT,SHIV MALIK,FINGER PRINT!,0
9.78817E+12,THE ART OF WAR,SUN TZU,FINGER PRINT!,0
9.78818E+12,ROMEO AND JULIET,WILLIAM SHAKESPEARE,FINGER PRINT!,0
9.78818E+12,THE ADVENTURES OF HUCKLEBERRY FINN,Mark Twain,FINGER PRINT!,0
